age,workclass,fnlwgt,education,maritial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
49, Private,190115, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1672,44, United-States,<=50K
52, Private,99307, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,3103,0,48, United-States,>50K
29, Private,246974, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,<=50K
65, Private,118779, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,<=50K
28, State-gov,158834, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
32, Private,190511, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
46, Private,188386, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,>50K
33, Private,149184, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,>50K
24, Private,449432,12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
21, Private,198050, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,<=50K
18, Private,165532,12th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,<=50K
36, Private,116608, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
30, Private,207564, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,<=50K
26, Local-gov,283217, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,<=50K
43, Local-gov,337469, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,594,0,20, Mexico,<=50K
41, Private,194636, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,>50K
41, Private,308550, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,60, United-States,<=50K
30, Private,318749, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,35, Germany,<=50K
52, State-gov,71344, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=50K
51, Local-gov,209320, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,3325,0,40, United-States,<=50K
61, Private,128848, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3471,0,40, United-States,<=50K
21, Private,197747, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, United-States,<=50K
45, Private,142287, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
42, Private,222884, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,>50K
38, Private,215419, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,36, United-States,>50K
24, Private,154571, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States,<=50K
34, Private,516337,11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,<=50K
58, Self-emp-not-inc,99141, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,10, United-States,<=50K
30, Private,161690, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
37, Private,179137, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, United-States,<=50K
40, Private,184655, Assoc-acdm, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States,<=50K
35, Local-gov,226311, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, United-States,<=50K
39, Local-gov,352628, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,50, United-States,>50K
23, Federal-gov,55465, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<=50K
40, Private,208277, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=50K
42, Local-gov,267138, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,<=50K
26, Private,98155, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
30, Private,87054, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,<=50K
29, Private,198825, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States,<=50K
43, Private,117037,11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2042,40, United-States,<=50K
51, Self-emp-not-inc,388496, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,8, Puerto-Rico,>50K
18, Private,391585, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States,<=50K
29, Private,112403, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States,<=50K
46, Private,176814, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States,>50K
58, Private,316000, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
21, Private,174907, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,32, United-States,<=50K
52, Local-gov,278522, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<=50K
34, Local-gov,236415, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,18, United-States,<=50K
43, Private,180609, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,<=50K
53, Self-emp-not-inc,263925, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada,>50K
38, Private,208358, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
18, Private,141363, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=50K
20, Private,50648, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,<=50K
39, Federal-gov,255407, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
32, Private,176185, Some-college, Divorced, Exec-managerial, Other-relative, White, Male,0,0,60, United-States,<=50K
33, Private,181091,10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, England,<=50K
68, Private,223486, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,7, England,<=50K
23, Private,268525, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,<=50K
60, Private,367695, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>50K
38, Private,144860, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,<=50K
53, Federal-gov,167380, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,50, United-States,<=50K
56, Local-gov,129762, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,<=50K
40, Private,92036, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,>50K
37, Private,349689, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=50K
27, Private,279960, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
17, Self-emp-inc,181608,10th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States,<=50K
53, Private,99185, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States,>50K
62, Private,116812, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
38, Private,472604, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Mexico,<=50K
17, Private,297246,11th, Never-married, Priv-house-serv, Own-child, White, Female,0,0,9, United-States,<=50K
25, Private,193820, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1876,40, United-States,<=50K
52, Private,127315, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
38, Private,241962, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
66, Private,29431, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
31, Private,219619, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,48, United-States,<=50K
17, Self-emp-inc,61838,10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
35, Private,77146, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,>50K
31, Private,197672, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=50K
45, Private,81132, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,<=50K
33, Private,143653, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,<=50K
27, Private,192936, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
56, Private,435022, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States,<=50K
34, Private,112584,10th, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States,<=50K
34, Private,329587,10th, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States,<=50K
32, Private,318647, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,>50K
56, Private,247119,7th-8th, Widowed, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic,<=50K
45, Private,187581, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
46, Private,29696, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
51, Private,316059, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States,<=50K
29, Private,199499, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,<=50K
54, Private,220055, Bachelors, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,<=50K
32, Private,295282, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,<=50K
33, Private,609789, Assoc-acdm, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,<=50K
41, Private,41090, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,60, United-States,<=50K
28, Private,168901, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan,<=50K
27, Private,195337, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,<=50K
63, Self-emp-not-inc,217715,5th-6th, Never-married, Sales, Not-in-family, White, Female,0,0,3, United-States,<=50K
49, Private,31339, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
33, Private,94235, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,0,0,42, United-States,>50K
49, Private,171301, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States,<=50K
18, Private,74539,10th, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States,<=50K
34, Private,93169, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,<=50K
51, Self-emp-not-inc,32372,12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,99, United-States,<=50K
42, Self-emp-inc,287037,12th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,10, United-States,<=50K
29, Private,134331,10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
29, Private,91189, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,<=50K
38, Private,168496, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,>50K
46, Self-emp-inc,125892, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,>50K
43, Private,118536, HS-grad, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States,<=50K
20, Private,27337, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,48, United-States,<=50K
49, Private,188330, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>50K
32, Private,245378, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,<=50K
25, Private,185287, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<=50K
47, Private,101299, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
37, Private,295127, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
33, Private,554986, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=50K
53, Private,95864, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, United-States,<=50K
44, Private,242861, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
34, Private,177596, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Puerto-Rico,>50K
51, Local-gov,146325, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,>50K
38, Private,103323, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,>50K
40, Private,275446, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States,<=50K
36, Private,203482, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
58, Private,430005,10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,>50K
38, Private,195686, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
50, Private,192982, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1848,40, United-States,>50K
37, Private,233571, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,37, United-States,>50K
46, Federal-gov,344415, Masters, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,1887,40, United-States,>50K
49, Private,84013, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States,<=50K
53, Private,103950, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
54, Self-emp-not-inc,163815, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States,<=50K
28, Private,337378, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
46, Private,70754,7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,<=50K
46, Private,263568, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
80, Self-emp-not-inc,101771,11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States,<=50K
38, Federal-gov,261241, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,>50K
47, Private,332727, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,>50K
27, Self-emp-not-inc,208577, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,2258,50, United-States,<=50K
21, Private,314165, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia,<=50K
52, State-gov,349795, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
30, Private,197886, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,>50K
52, Private,145548, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,>50K
30, Private,212237, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,45, United-States,<=50K
77, Self-emp-not-inc,209507, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
27, Local-gov,263431, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,<=50K
58, Private,142326, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,<=50K
54, Self-emp-inc,206964, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States,>50K
45, Private,140644, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
21, Private,48301, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
37, Local-gov,160910, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States,>50K
31, Private,93106, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
21, Private,129699, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<=50K
44, Private,35910, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,56, United-States,>50K
17, Private,25051,10th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States,<=50K
43, Private,26915, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,>50K
52, Private,178915, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=50K
17, Local-gov,191910,11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,<=50K
42, Private,33521, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,>50K
49, Local-gov,329144, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States,>50K
34, Private,188900, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,<=50K
65, Local-gov,240166,11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States,<=50K
72, Private,165622, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,<=50K
55, Self-emp-not-inc,396878, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,25, United-States,<=50K
34, Private,213226, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran,>50K
30, Private,53285, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States,>50K
45, Self-emp-inc,106517, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
19, Private,271446, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,<=50K
49, Local-gov,276247, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
53, Private,106176, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,60, United-States,>50K
22, Private,37894, HS-grad, Separated, Other-service, Other-relative, White, Male,0,0,35, United-States,<=50K
33, Private,174789, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
62, Self-emp-inc,137354, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, South,<=50K
23, Private,33423, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,<=50K
42, Private,145711, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States,>50K
27, Private,152231, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,<=50K
50, Local-gov,231725, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<=50K
27, Private,228476, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,>50K
25, Private,164488, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
66, Local-gov,174486, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,20051,0,35, Jamaica,>50K
47, State-gov,103743,7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
33, Private,202046, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,2001,40, United-States,<=50K
29, Private,375078,7th-8th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Mexico,<=50K
22, Private,201799, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,<=50K
46, Private,123598, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
20, Private,262749, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,<=50K
24, Private,155150, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
26, Private,332008, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,37, Taiwan,<=50K
32, Private,388672, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States,<=50K
58, Private,119558, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
28, Private,110981, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,<=50K
33, Self-emp-inc,49795, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,<=50K
42, State-gov,304302, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,<=50K
53, Self-emp-not-inc,152652, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,<=50K
27, Private,376936, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
48, Private,207848,10th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,<=50K
57, Federal-gov,310320, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States,>50K
38, Private,368140, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
38, Self-emp-not-inc,201328,7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, United-States,<=50K
22, State-gov,151991, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States,<=50K
35, Self-emp-inc,135436, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,>50K
45, Private,165232, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago,<=50K
20, Private,118462, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,43, United-States,<=50K
31, Private,220690, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,80, United-States,<=50K
24, Private,137591, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, Greece,<=50K
64, Private,631947,10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
39, Private,38721, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,22, United-States,<=50K
44, Private,29115, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=50K
40, Private,184378, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Puerto-Rico,<=50K
59, Private,113203, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
46, Private,187715, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
28, Private,137898, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,<=50K
57, Self-emp-inc,376230, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States,>50K
28, Private,227840, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States,<=50K
70, Private,221603, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,34, United-States,<=50K
35, Private,401930, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1887,42, United-States,>50K
36, Private,102945, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
42, Private,203393, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,35, United-States,>50K
41, Private,208470, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
64, Federal-gov,173754, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
25, Self-emp-not-inc,72338, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,<=50K
30, Private,97521, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,>50K
26, Private,182308, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=50K
76, Self-emp-not-inc,117169,7th-8th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States,<=50K
29, Private,370494, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico,<=50K
34, Private,113530, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
36, Private,232874, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,<=50K
41, Private,197093, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,<=50K
39, Self-emp-not-inc,142573, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States,<=50K
47, Local-gov,140644, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,>50K
18, Private,177722, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,<=50K
22, Private,378104, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
62, Self-emp-inc,245491, Bachelors, Divorced, Sales, Not-in-family, White, Male,99999,0,40, United-States,>50K
22, Private,109815, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
26, Private,167106, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Hong,<=50K
51, Local-gov,134808, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States,<=50K
63, Self-emp-inc,96930, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>50K
36, Private,745768, Some-college, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,<=50K
51, Private,204304, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,>50K
40, Private,286370,7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,>50K
25, Private,211497, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
64, Private,192596, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,<=50K
32, Private,309513, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
36, Self-emp-not-inc,151094, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States,<=50K
38, Private,242720, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,>50K
22, Self-emp-not-inc,361280, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, India,<=50K
64, Private,203783, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,8, United-States,<=50K
37, Private,223433, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>50K
22, Private,237720, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
23, Private,222925, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,2105,0,40, United-States,<=50K
23, Private,216811, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,<=50K
22, Private,264738, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,42, Germany,<=50K
31, Private,123397, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,5178,0,35, United-States,>50K
59, Private,152968, Some-college, Separated, Adm-clerical, Other-relative, White, Male,3325,0,40, United-States,<=50K
